"id","origin_zip","destination_zip","equipment_type","origin_city","origin_state","destination_city","destination_state","rate_source","duration","target_rate","avg_rate","max_rate","miles","fuel_surcharge","created_userid","created_at","cache_date","updated_at","updated_userid","meta_data"
585,"60803","80014",2,Alsip,IL,Aurora,CO,Sonar,4,2855.77,3045.52,3206.29,1053.55,0.00,,2024-05-31 05:12:38.686,2024-05-30 18:30:00.000,2024-05-31 05:12:38.686,,"{""effective_origin_radius"":170.555,""effective_dest_radius"":14.872499999999999,""effective_timeframe_in_days"":9.8825,""effective_load_count"":175.0,""effective_miles"":1053.546747904,""lane_confidence"":3.75,""total_load_count"":250.75}"
586,"60803","80014",2,Alsip,IL,Aurora,CO,Truckstop,5,2075.45,1764.13,2619.88,0.00,0.00,,2024-05-31 05:12:38.708,2024-05-30 18:30:00.000,2024-05-31 05:12:38.708,,null
587,"60803","80014",2,Alsip,IL,Aurora,CO,Truckstop,4,2076.18,1764.76,2638.79,0.00,0.00,,2024-05-31 05:12:38.718,2024-05-30 18:30:00.000,2024-05-31 05:12:38.718,,null
588,"60803","80014",2,Alsip,IL,Aurora,CO,Truckstop,3,2075.75,1764.39,2674.24,0.00,0.00,,2024-05-31 05:12:38.730,2024-05-30 18:30:00.000,2024-05-31 05:12:38.730,,null
589,"60803","80012",2,Alsip,IL,Aurora,CO,Sonar,3,2796.88,2957.86,3119.82,1049.03,0.00,,2024-06-03 09:55:01.668,2024-06-02 18:30:00.000,2024-06-03 09:55:01.668,,"{""effective_origin_radius"":161.73666666666668,""effective_dest_radius"":15.173333333333332,""effective_timeframe_in_days"":9.723333333333333,""effective_load_count"":148.0,""effective_miles"":1049.0312260130002,""lane_confidence"":3.0,""total_load_count"":230.0}"
590,"60803","80012",2,Alsip,IL,Aurora,CO,Sonar,2,2765.31,2933.12,3095.84,1047.81,0.00,,2024-06-03 09:55:01.683,2024-06-02 18:30:00.000,2024-06-03 09:55:01.683,,"{""effective_origin_radius"":159.095,""effective_dest_radius"":16.13,""effective_timeframe_in_days"":9.765,""effective_load_count"":145.0,""effective_miles"":1047.814324633,""lane_confidence"":3.0,""total_load_count"":226.0}"
591,"60803","80012",2,Alsip,IL,Aurora,CO,Sonar,4,2818.83,2980.08,3144.21,1050.74,0.00,,2024-06-03 09:55:01.694,2024-06-02 18:30:00.000,2024-06-03 09:55:01.694,,"{""effective_origin_radius"":163.63500000000002,""effective_dest_radius"":15.264999999999999,""effective_timeframe_in_days"":9.84,""effective_load_count"":153.0,""effective_miles"":1050.74487130325,""lane_confidence"":3.0,""total_load_count"":233.5}"
592,"60803","80012",2,Alsip,IL,Aurora,CO,Truckstop,5,2277.54,2079.16,2492.60,0.00,0.00,,2024-06-03 09:57:26.691,2024-06-02 18:30:00.000,2024-06-03 09:57:26.691,,null
593,"60803","80012",2,Alsip,IL,Aurora,CO,Truckstop,4,2280.61,2079.16,2497.11,0.00,0.00,,2024-06-03 09:57:26.700,2024-06-02 18:30:00.000,2024-06-03 09:57:26.700,,null
594,"60803","80012",2,Alsip,IL,Aurora,CO,Truckstop,3,2302.15,2079.16,2545.65,0.00,0.00,,2024-06-03 09:57:26.709,2024-06-02 18:30:00.000,2024-06-03 09:57:26.709,,null
